time_s,F1,F2,F3,F4,F5
1.1500,303.5,712.8,1351.9,2192.3,--undefined--
1.1600,302.2,711.2,897.8,2191.9,--undefined--
1.1700,304.0,713.0,1672.8,2192.7,--undefined--
1.1800,300.8,711.0,913.2,2192.0,--undefined--
1.1900,303.5,713.5,1537.8,2191.3,--undefined--
1.2000,304.4,713.6,1649.7,2192.4,--undefined--
1.2100,302.9,711.9,887.6,2191.9,--undefined--
1.2200,304.7,713.5,1777.6,2192.7,--undefined--
1.2300,301.6,711.7,893.0,2191.9,--undefined--
1.2400,304.1,714.0,1687.1,2191.3,--undefined--
1.2500,305.3,714.2,1777.7,2192.4,--undefined--
1.2600,303.6,712.5,1226.5,2191.9,--undefined--
1.2700,305.2,713.9,1839.4,2192.7,--undefined--
1.2800,302.3,712.4,1089.7,2191.9,--undefined--
1.2900,304.6,714.4,1770.6,2191.3,--undefined--
1.3000,306.0,714.8,1847.7,2192.4,--undefined--
1.3100,304.1,712.9,1498.7,2191.8,--undefined--
1.3200,305.6,714.2,1879.2,2192.7,--undefined--
1.3300,302.9,712.9,1461.8,2191.8,--undefined--
1.3400,305.0,714.7,1823.1,2191.2,--undefined--
1.3500,306.5,715.2,1890.8,2192.4,--undefined--
1.3600,304.6,713.3,1630.7,2191.8,--undefined--
1.3700,306.0,714.5,1906.4,2192.6,--undefined--
1.3800,303.4,713.3,1622.0,2191.8,--undefined--
1.3900,305.3,714.9,1858.6,2191.2,--undefined--
1.4000,307.0,715.5,1919.3,2192.4,--undefined--
1.4100,305.0,713.6,1708.1,2191.8,--undefined--
1.4200,306.3,714.7,1925.8,2192.6,--undefined--
1.4300,303.8,713.6,1710.2,2191.8,--undefined--
1.4400,305.6,715.1,1883.6,2191.1,--undefined--
1.4500,307.4,715.7,1939.2,2192.4,--undefined--
1.4600,305.3,713.8,1758.3,2191.7,--undefined--
1.4700,306.5,714.8,1939.9,2192.6,--undefined--
1.4800,304.2,713.9,1765.2,2191.7,--undefined--
1.4900,305.8,715.3,1901.8,2191.1,--undefined--
1.5000,307.7,715.9,1953.5,2192.4,--undefined--
1.5100,305.5,714.0,1792.8,2191.7,--undefined--
1.5200,306.7,714.9,1950.5,2192.6,--undefined--
1.5300,304.4,714.1,1802.1,2191.7,--undefined--
1.5400,306.0,715.4,1915.4,2191.1,--undefined--
1.5500,307.9,716.1,1964.0,2192.4,--undefined--
1.5600,305.7,714.2,1817.6,2191.7,--undefined--
1.5700,306.8,715.0,1958.5,2192.6,--undefined--
1.5800,304.6,714.2,1828.1,2191.7,--undefined--
1.5900,306.2,715.5,1925.7,2191.1,--undefined--
1.6000,308.1,716.2,1972.0,2192.4,--undefined--
1.6100,305.9,714.3,1835.8,2191.7,--undefined--
1.6200,306.9,715.1,1964.7,2192.6,--undefined--
1.6300,304.8,714.4,1846.9,2191.7,--undefined--
1.6400,306.3,715.6,1933.6,2191.1,--undefined--
1.6500,308.2,716.3,1978.0,2192.4,--undefined--
1.6600,306.0,714.4,1849.4,2191.6,--undefined--
1.6700,307.0,715.2,1969.4,2192.6,--undefined--
1.6800,304.9,714.5,1860.8,2191.6,--undefined--
1.6900,306.4,715.7,1939.7,2191.1,--undefined--
1.7000,308.4,716.4,1982.5,2192.4,--undefined--
1.7100,306.1,714.5,1859.6,2191.6,--undefined--
1.7200,307.1,715.2,1973.0,2192.6,--undefined--
1.7300,305.1,714.5,1871.1,2191.6,--undefined--
1.7400,306.5,715.7,1944.3,2191.0,--undefined--
1.7500,308.4,716.4,1986.0,2192.4,--undefined--
1.7600,306.2,714.5,1867.2,2191.6,--undefined--
1.7700,307.2,715.3,1975.7,2192.6,--undefined--
1.7800,305.1,714.6,1878.6,2191.6,--undefined--
1.7900,306.5,715.8,1947.7,2191.0,--undefined--
1.8000,308.5,716.5,1988.5,2192.4,--undefined--
1.8100,306.3,714.6,1872.7,2191.6,--undefined--
1.8200,307.2,715.3,1977.7,2192.6,--undefined--
1.8300,305.2,714.6,1883.9,2191.6,--undefined--
1.8400,306.6,715.8,1950.1,2191.0,--undefined--
1.8500,308.6,716.5,1990.3,2192.4,--undefined--
1.8600,306.3,714.6,1876.4,2191.6,--undefined--
1.8700,307.2,715.3,1979.0,2192.6,--undefined--
1.8800,305.2,714.7,1887.2,2191.6,--undefined--
1.8900,306.6,715.8,1951.6,2191.0,--undefined--
1.9000,308.6,716.5,1991.2,2192.4,--undefined--
1.9100,306.4,714.6,1878.3,2191.6,--undefined--
1.9200,307.2,715.3,1979.6,2192.6,--undefined--
1.9300,305.2,714.7,1888.3,2191.6,--undefined--
1.9400,306.6,715.8,1951.8,2191.0,--undefined--
1.9500,308.6,716.5,1991.1,2192.4,--undefined--
1.9600,306.3,714.6,1877.1,2191.6,--undefined--
1.9700,307.2,715.3,1978.7,2192.6,--undefined--
