time_s,F1,F2,F3,F4,F5
1.1600,704.0,879.9,1800.2,2488.2,2820.4
1.1700,704.2,876.0,1800.1,2489.1,2818.2
1.1800,704.6,871.9,1800.1,2489.0,2823.4
1.1900,704.7,873.5,1800.1,2487.9,2828.6
1.2000,704.6,877.4,1800.2,2488.2,2821.4
1.2100,704.2,879.5,1800.2,2488.8,2818.9
1.2200,704.4,875.5,1800.1,2489.7,2816.4
1.2300,704.8,871.4,1800.1,2489.6,2821.6
1.2400,704.9,873.0,1800.1,2488.5,2826.9
1.2500,704.8,877.0,1800.2,2488.9,2819.5
1.2600,704.4,879.1,1800.2,2489.5,2817.0
1.2700,704.6,875.0,1800.1,2490.4,2814.2
1.2800,705.0,870.8,1800.1,2490.3,2819.5
1.2900,705.2,872.5,1800.1,2489.3,2824.8
1.3000,705.0,876.4,1800.2,2489.6,2817.3
1.3100,704.7,878.6,1800.2,2490.2,2814.8
1.3200,704.8,874.4,1800.1,2491.2,2811.8
1.3300,705.3,870.1,1800.1,2491.1,2817.0
1.3400,705.4,871.9,1800.1,2490.0,2822.5
1.3500,705.3,875.8,1800.2,2490.4,2814.8
1.3600,704.9,878.0,1800.2,2490.9,2812.4
1.3700,705.1,873.7,1800.1,2492.0,2809.0
1.3800,705.5,869.3,1800.1,2491.9,2814.2
1.3900,705.7,871.1,1800.1,2490.8,2819.9
1.4000,705.5,875.2,1800.1,2491.2,2812.1
1.4100,705.2,877.4,1800.2,2491.7,2809.7
1.4200,705.3,872.9,1800.1,2492.8,2805.9
1.4300,705.8,868.4,1800.1,2492.7,2811.1
1.4400,705.9,870.4,1800.1,2491.6,2817.1
1.4500,705.8,874.4,1800.1,2492.0,2809.1
1.4600,705.4,876.7,1800.2,2492.4,2806.8
1.4700,705.6,872.0,1800.1,2493.6,2802.6
1.4800,706.0,867.5,1800.0,2493.5,2807.9
1.4900,706.2,869.6,1800.1,2492.4,2814.1
1.5000,706.0,873.7,1800.1,2492.8,2806.0
1.5100,705.6,876.0,1800.2,2493.2,2803.8
1.5200,705.8,871.2,1800.1,2494.3,2799.2
1.5300,706.2,866.6,1800.0,2494.2,2804.5
1.5400,706.4,868.7,1800.1,2493.1,2811.0
1.5500,706.3,872.9,1800.1,2493.5,2802.9
1.5600,705.8,875.3,1800.2,2493.9,2800.7
1.5700,706.0,870.3,1800.1,2495.0,2795.8
1.5800,706.5,865.6,1800.0,2494.9,2801.2
1.5900,706.6,867.9,1800.1,2493.8,2808.0
1.6000,706.5,872.2,1800.1,2494.2,2799.8
1.6100,706.0,874.6,1800.2,2494.5,2797.8
1.6200,706.2,869.4,1800.1,2495.6,2792.5
1.6300,706.6,864.7,1800.0,2495.5,2798.0
1.6400,706.8,867.1,1800.1,2494.4,2805.1
1.6500,706.7,871.5,1800.1,2494.7,2797.0
1.6600,706.2,874.0,1800.2,2495.0,2795.1
1.6700,706.4,868.6,1800.1,2496.2,2789.5
1.6800,706.8,863.9,1800.0,2496.0,2795.2
1.6900,706.9,866.4,1800.0,2494.9,2802.7
1.7000,706.8,870.8,1800.1,2495.2,2794.6
1.7100,706.3,873.4,1800.2,2495.4,2792.8
1.7200,706.5,868.0,1800.1,2496.6,2787.1
1.7300,706.9,863.2,1800.0,2496.4,2792.9
1.7400,707.0,865.9,1800.0,2495.3,2800.8
1.7500,706.9,870.4,1800.1,2495.5,2792.9
1.7600,706.4,873.1,1800.2,2495.7,2791.3
1.7700,706.6,867.6,1800.1,2496.8,2785.5
1.7800,707.0,862.8,1800.0,2496.6,2791.6
1.7900,707.1,865.6,1800.0,2495.4,2799.9
1.8000,706.9,870.2,1800.1,2495.6,2792.1
1.8100,706.4,872.9,1800.2,2495.8,2790.8
1.8200,706.6,867.5,1800.1,2496.8,2785.4
1.8300,707.0,862.9,1800.0,2496.6,2791.8
1.8400,707.1,865.8,1800.0,2495.3,2800.3
1.8500,706.9,870.4,1800.1,2495.5,2793.0
1.8600,706.4,873.3,1800.2,2495.6,2792.1
1.8700,706.5,868.1,1800.1,2496.5,2787.4
1.8800,706.8,863.7,1800.0,2496.1,2794.4
1.8900,706.9,866.6,1800.1,2494.8,2803.4
1.9000,706.7,871.4,1800.1,2494.8,2796.9
1.9100,706.1,874.4,1800.2,2494.7,2796.8
1.9200,706.1,869.8,1800.1,2495.4,2794.0
1.9300,706.4,865.9,1800.0,2494.7,2802.4
1.9400,706.3,869.1,1800.1,2492.8,2812.3
1.9500,705.9,874.2,1800.1,2492.2,2808.3
1.9600,705.1,877.7,1800.2,2491.4,2810.9
1.9700,704.6,874.9,1800.1,2490.5,2814.0
