time_s,F1,F2,F3,F4,F5
1.1600,381.7,933.9,2000.5,2593.4,2781.6
1.1700,381.9,932.0,2000.2,2592.2,2792.2
1.1800,382.0,936.0,2001.3,2595.2,2787.5
1.1900,380.3,939.7,2000.7,2591.8,2794.5
1.2000,380.8,940.8,2001.1,2592.8,2793.2
1.2100,382.1,934.0,2001.0,2595.1,2776.0
1.2200,382.2,932.1,2000.6,2593.6,2787.9
1.2300,382.5,936.3,2001.8,2597.1,2780.2
1.2400,380.6,940.0,2001.0,2593.4,2790.0
1.2500,381.3,941.1,2001.6,2594.7,2787.0
1.2600,382.6,934.1,2001.5,2596.9,2769.1
1.2700,382.6,932.2,2001.0,2595.2,2782.5
1.2800,383.0,936.6,2002.4,2599.1,2771.1
1.2900,381.1,940.4,2001.5,2595.1,2784.3
1.3000,381.8,941.4,2002.1,2596.7,2779.4
1.3100,383.1,934.1,2002.0,2598.7,2760.7
1.3200,383.1,932.3,2001.5,2596.9,2775.8
1.3300,383.6,936.8,2003.0,2601.0,2760.2
1.3400,381.5,940.7,2002.0,2596.9,2777.5
1.3500,382.4,941.8,2002.7,2598.7,2770.4
1.3600,383.7,934.1,2002.6,2600.6,2750.6
1.3700,383.6,932.3,2002.0,2598.7,2767.7
1.3800,384.2,936.9,2003.6,2602.9,2747.0
1.3900,382.1,941.1,2002.5,2598.8,2769.3
1.4000,383.0,942.1,2003.3,2600.6,2759.8
1.4100,384.3,934.0,2003.2,2602.4,2738.8
1.4200,384.1,932.3,2002.5,2600.4,2758.2
1.4300,384.9,936.9,2004.3,2604.7,2731.2
1.4400,382.6,941.5,2003.1,2600.7,2759.8
1.4500,383.5,942.4,2004.0,2602.5,2747.5
1.4600,384.9,933.7,2003.8,2604.1,2724.9
1.4700,384.7,932.1,2003.1,2602.1,2747.0
1.4800,385.5,936.7,2005.0,2606.4,2712.8
1.4900,383.1,941.8,2003.7,2602.4,2748.9
1.5000,384.1,942.5,2004.6,2604.2,2733.4
1.5100,385.4,933.1,2004.4,2605.7,2709.0
1.5200,385.2,931.8,2003.6,2603.6,2734.2
1.5300,386.1,936.2,2005.6,2607.9,2691.3
1.5400,383.7,942.1,2004.3,2604.1,2736.5
1.5500,384.7,942.6,2005.2,2605.8,2717.6
1.5600,386.0,932.3,2005.0,2607.2,2691.0
1.5700,385.7,931.4,2004.2,2605.1,2719.8
1.5800,386.7,935.2,2006.3,2609.3,2666.7
1.5900,384.2,942.3,2004.9,2605.6,2722.9
1.6000,385.2,942.4,2005.8,2607.2,2700.0
1.6100,386.5,931.1,2005.6,2608.5,2670.9
1.6200,386.2,930.6,2004.7,2606.4,2704.0
1.6300,387.2,933.6,2006.9,2610.5,2638.9
1.6400,384.7,942.3,2005.5,2606.9,2708.0
1.6500,385.7,942.1,2006.4,2608.5,2680.8
1.6600,387.0,929.5,2006.2,2609.6,2649.0
1.6700,386.7,929.7,2005.2,2607.6,2686.7
1.6800,387.7,931.2,2007.5,2608.1,2611.6
1.6900,385.2,942.2,2006.0,2608.1,2692.1
1.7000,386.2,941.4,2006.9,2609.6,2660.2
1.7100,387.5,927.3,2006.7,2610.6,2625.5
1.7200,387.1,928.4,2005.7,2608.6,2668.5
1.7300,388.2,927.8,2008.0,2574.6,2612.5
1.7400,385.6,942.0,2006.5,2609.2,2675.5
1.7500,386.6,940.4,2007.4,2610.6,2638.6
1.7600,387.9,924.5,2007.2,2600.6,2611.5
1.7700,387.5,926.8,2006.1,2609.5,2649.3
1.7800,388.6,923.0,2008.5,2538.3,2613.3
1.7900,386.0,941.6,2006.9,2610.1,2658.2
1.8000,387.0,939.1,2007.9,2611.5,2615.9
1.8100,388.3,920.9,2007.6,2574.2,2612.3
1.8200,387.9,924.9,2006.5,2610.3,2628.9
1.8300,389.0,916.0,2009.0,2498.4,2614.1
1.8400,386.4,940.9,2007.4,2611.0,2639.7
1.8500,387.4,937.1,2008.3,2590.9,2612.3
1.8600,388.7,916.0,2008.1,2544.5,2613.1
1.8700,388.3,922.1,2007.0,2605.5,2611.1
1.8800,389.4,904.3,2009.4,2449.3,2614.8
1.8900,386.8,939.8,2007.9,2611.9,2616.6
1.9000,387.9,933.8,2008.9,2557.5,2613.2
1.9100,389.2,907.0,2008.6,2501.6,2613.9
1.9200,388.8,916.8,2007.5,2568.3,2612.1
1.9300,389.9,869.1,2010.2,2358.5,2615.8
1.9400,387.5,936.2,2008.7,2568.6,2613.3
1.9500,388.7,919.3,2009.9,2469.4,2614.9
1.9600,390.3,845.1,2010.0,2352.7,2616.0
1.9700,390.5,847.9,2009.5,2364.9,2615.2
