time_s,F1,F2,F3,F4,F5
1.1316,410.0,922.9,2011.9,2694.3,3477.7
1.1416,413.9,916.8,2004.0,2699.9,3519.9
1.1516,387.4,1015.0,2029.7,2660.0,3438.0
1.1616,448.7,965.5,1951.3,2741.2,3528.8
1.1716,428.7,923.3,1972.1,2706.4,3554.0
1.1816,410.0,922.9,2011.9,2694.3,3477.7
1.1916,413.9,916.8,2004.0,2699.9,3519.9
1.2016,387.4,1015.0,2029.7,2660.0,3438.0
1.2116,448.7,965.5,1951.3,2741.2,3528.8
1.2216,428.7,923.3,1972.1,2706.4,3554.0
1.2316,410.0,922.9,2011.9,2694.3,3477.7
1.2416,413.9,916.8,2004.0,2699.9,3519.9
1.2516,387.4,1015.0,2029.7,2660.0,3438.0
1.2616,448.7,965.5,1951.3,2741.2,3528.8
1.2716,428.7,923.3,1972.1,2706.4,3554.0
1.2816,410.0,922.9,2011.9,2694.3,3477.7
1.2916,413.9,916.8,2004.0,2699.9,3519.9
1.3016,387.4,1015.0,2029.7,2660.0,3438.0
1.3116,448.7,965.5,1951.3,2741.2,3528.8
1.3216,428.7,923.3,1972.1,2706.4,3554.0
1.3316,410.0,922.9,2011.9,2694.3,3477.7
1.3416,413.9,916.8,2004.0,2699.9,3519.9
1.3516,387.4,1015.0,2029.7,2660.0,3438.0
1.3616,448.7,965.5,1951.3,2741.2,3528.8
1.3716,428.7,923.3,1972.1,2706.4,3554.0
1.3816,410.0,922.9,2011.9,2694.3,3477.7
1.3916,413.9,916.8,2004.0,2699.9,3519.9
1.4016,387.4,1015.0,2029.7,2660.0,3438.0
1.4116,448.7,965.5,1951.3,2741.2,3528.8
1.4216,428.7,923.3,1972.1,2706.4,3554.0
1.4316,410.0,922.9,2011.9,2694.3,3477.7
1.4416,413.9,916.8,2004.0,2699.9,3519.9
1.4516,387.4,1015.0,2029.7,2660.0,3438.0
1.4616,448.7,965.5,1951.3,2741.2,3528.8
1.4716,428.7,923.3,1972.1,2706.4,3554.0
1.4816,410.0,922.9,2011.9,2694.3,3477.7
1.4916,413.9,916.8,2004.0,2699.9,3519.9
1.5016,387.4,1015.0,2029.7,2660.0,3438.0
1.5116,448.7,965.5,1951.3,2741.2,3528.8
1.5216,428.7,923.3,1972.1,2706.4,3554.0
1.5316,410.0,922.9,2011.9,2694.3,3477.7
1.5416,413.9,916.8,2004.0,2699.9,3519.9
1.5516,387.4,1015.0,2029.7,2660.0,3438.0
1.5616,448.7,965.5,1951.3,2741.2,3528.8
1.5716,428.7,923.3,1972.1,2706.4,3554.0
1.5816,410.0,922.9,2011.9,2694.3,3477.7
1.5916,413.9,916.8,2004.0,2699.9,3519.9
1.6016,387.4,1015.0,2029.7,2660.0,3438.0
1.6116,448.7,965.5,1951.3,2741.2,3528.8
1.6216,428.7,923.3,1972.1,2706.4,3554.0
1.6316,410.0,922.9,2011.9,2694.3,3477.7
1.6416,413.9,916.8,2004.0,2699.9,3519.9
1.6516,387.4,1015.0,2029.7,2660.0,3438.0
1.6616,448.7,965.5,1951.3,2741.2,3528.8
1.6716,428.7,923.3,1972.1,2706.4,3554.0
1.6816,410.0,922.9,2011.9,2694.3,3477.7
1.6916,413.9,916.8,2004.0,2699.9,3519.9
1.7016,387.4,1015.0,2029.7,2660.0,3438.0
1.7116,448.7,965.5,1951.3,2741.2,3528.8
1.7216,428.7,923.3,1972.1,2706.4,3554.0
1.7316,410.0,922.9,2011.9,2694.3,3477.7
1.7416,413.9,916.8,2004.0,2699.9,3519.9
1.7516,387.4,1015.0,2029.7,2660.0,3438.0
1.7616,448.7,965.5,1951.3,2741.2,3528.8
1.7716,428.7,923.3,1972.1,2706.4,3554.0
1.7816,410.0,922.9,2011.9,2694.3,3477.7
1.7916,413.9,916.8,2004.0,2699.9,3519.9
1.8016,387.4,1015.0,2029.7,2660.0,3438.0
1.8116,448.7,965.5,1951.3,2741.2,3528.8
1.8216,428.7,923.3,1972.1,2706.4,3554.0
1.8316,410.0,922.9,2011.9,2694.3,3477.7
1.8416,413.9,916.8,2004.0,2699.9,3519.9
1.8516,387.4,1015.0,2029.7,2660.0,3438.0
1.8616,448.7,965.5,1951.3,2741.2,3528.8
1.8716,428.7,923.3,1972.1,2706.4,3554.0
1.8816,410.0,922.9,2011.9,2694.3,3477.7
1.8916,413.9,916.8,2004.0,2699.9,3519.9
1.9016,387.4,1015.0,2029.7,2660.0,3438.0
1.9116,448.7,965.5,1951.3,2741.2,3528.8
1.9216,428.7,923.3,1972.1,2706.4,3554.0
1.9316,410.0,922.9,2011.9,2694.3,3477.7
1.9416,413.9,916.8,2004.0,2699.9,3519.9
1.9516,387.4,1015.0,2029.7,2660.0,3438.0
1.9616,448.7,965.5,1951.3,2741.2,3528.8
1.9716,428.7,923.3,1972.1,2706.4,3554.0
1.9816,410.0,922.9,2011.9,2694.3,3477.7
