time_s,F1,F2,F3,F4,F5
1.1216,343.5,1178.2,1995.6,2668.8,3465.6
1.1316,234.4,631.9,1645.4,2403.2,2759.8
1.1416,283.9,1006.7,1508.0,2375.7,3137.9
1.1516,239.7,726.1,1806.2,2415.0,3028.0
1.1616,363.2,1165.6,1727.9,2337.2,3358.3
1.1716,343.5,1178.2,1995.6,2668.8,3465.6
1.1816,234.4,631.9,1645.4,2403.2,2759.8
1.1916,283.9,1006.7,1508.0,2375.7,3137.9
1.2016,239.7,726.1,1806.2,2415.0,3028.0
1.2116,363.2,1165.6,1727.9,2337.2,3358.3
1.2216,343.5,1178.2,1995.6,2668.8,3465.6
1.2316,234.4,631.9,1645.4,2403.2,2759.8
1.2416,283.9,1006.7,1508.0,2375.7,3137.9
1.2516,239.7,726.1,1806.2,2415.0,3028.0
1.2616,363.2,1165.6,1727.9,2337.2,3358.3
1.2716,343.5,1178.2,1995.6,2668.8,3465.6
1.2816,234.4,631.9,1645.4,2403.2,2759.8
1.2916,283.9,1006.7,1508.0,2375.7,3137.9
1.3016,239.7,726.1,1806.2,2415.0,3028.0
1.3116,363.2,1165.6,1727.9,2337.2,3358.3
1.3216,343.5,1178.2,1995.6,2668.8,3465.6
1.3316,234.4,631.9,1645.4,2403.2,2759.8
1.3416,283.9,1006.7,1508.0,2375.7,3137.9
1.3516,239.7,726.1,1806.2,2415.0,3028.0
1.3616,363.2,1165.6,1727.9,2337.2,3358.3
1.3716,343.5,1178.2,1995.6,2668.8,3465.6
1.3816,234.4,631.9,1645.4,2403.2,2759.8
1.3916,283.9,1006.7,1508.0,2375.7,3137.9
1.4016,239.7,726.1,1806.2,2415.0,3028.0
1.4116,363.2,1165.6,1727.9,2337.2,3358.3
1.4216,343.5,1178.2,1995.6,2668.8,3465.6
1.4316,234.4,631.9,1645.4,2403.2,2759.8
1.4416,283.9,1006.7,1508.0,2375.7,3137.9
1.4516,239.7,726.1,1806.2,2415.0,3028.0
1.4616,363.2,1165.6,1727.9,2337.2,3358.3
1.4716,343.5,1178.2,1995.6,2668.8,3465.6
1.4816,234.4,631.9,1645.4,2403.2,2759.8
1.4916,283.9,1006.7,1508.0,2375.7,3137.9
